1,1,1.4,-5.74
2,1,1.387,-5.808
3,1,1.3739999999999999,-5.876
4,1,1.361,-5.944
5,1,1.3479999999999999,-6.0120000000000005
6,1,1.335,-6.08
7,1,1.322,-6.148
8,1,1.309,-6.216
9,1,1.296,-6.284
10,1,1.283,-6.352
11,1,1.27,-6.42
1,2,0.52,-7
2,2,0.524,-7.066
3,2,0.528,-7.132
4,2,0.532,-7.198
5,2,0.536,-7.264
6,2,0.54,-7.33
7,2,0.544,-7.396
8,2,0.548,-7.462
9,2,0.552,-7.5280000000000005
10,2,0.556,-7.594
11,2,0.56,-7.66
1,3,2.26,-4.55
2,3,2.2239999999999998,-4.502
3,3,2.1879999999999997,-4.454
4,3,2.1519999999999997,-4.406
5,3,2.1159999999999997,-4.358
6,3,2.08,-4.3100000000000005
7,3,2.044,-4.2620000000000005
8,3,2.008,-4.214
9,3,1.972,-4.166
10,3,1.936,-4.118
11,3,1.9,-4.07
12,3,1.859,-4.006
13,3,1.8179999999999998,-3.942
14,3,1.777,-3.878
15,3,1.736,-3.814
16,3,1.6949999999999998,-3.75
17,3,1.654,-3.686
18,3,1.613,-3.6220000000000003
19,3,1.572,-3.5580000000000003
20,3,1.531,-3.494
21,3,1.49,-3.43
22,3,1.452,-3.3810000000000002
23,3,1.414,-3.3320000000000003
24,3,1.3760000000000001,-3.283
25,3,1.338,-3.234
26,3,1.3,-3.185
27,3,1.262,-3.136
28,3,1.224,-3.087
29,3,1.186,-3.038
30,3,1.1480000000000001,-2.989
31,3,1.11,-2.94
32,3,1.0810000000000002,-2.887
33,3,1.052,-2.834
34,3,1.0230000000000001,-2.781
35,3,0.994,-2.728
36,3,0.9650000000000001,-2.675
37,3,0.9359999999999999,-2.622
38,3,0.907,-2.569
39,3,0.878,-2.516
40,3,0.849,-2.463
41,3,0.82,-2.41
42,3,0.7779999999999999,-2.3640000000000003
43,3,0.736,-2.318
44,3,0.694,-2.2720000000000002
45,3,0.6519999999999999,-2.226
46,3,0.61,-2.18
47,3,0.568,-2.134
48,3,0.526,-2.088
49,3,0.484,-2.042
50,3,0.442,-1.996
51,3,0.4,-1.95
52,3,0.375,-1.903
53,3,0.35000000000000003,-1.8559999999999999
54,3,0.325,-1.809
55,3,0.30000000000000004,-1.762
56,3,0.275,-1.7149999999999999
57,3,0.25,-1.668
58,3,0.225,-1.621
59,3,0.2,-1.5739999999999998
60,3,0.17500000000000002,-1.527
61,3,0.15,-1.48
62,3,0.122,-1.423
63,3,0.09399999999999999,-1.366
64,3,0.06599999999999998,-1.309
65,3,0.03799999999999998,-1.252
66,3,0.009999999999999981,-1.195
67,3,-0.018000000000000044,-1.138
68,3,-0.04600000000000004,-1.081
69,3,-0.07400000000000004,-1.024
70,3,-0.10200000000000006,-0.9670000000000001
71,3,-0.13,-0.91
72,3,-0.154,-0.852
73,3,-0.178,-0.794
74,3,-0.202,-0.736
75,3,-0.226,-0.6779999999999999
76,3,-0.25,-0.62
77,3,-0.274,-0.5619999999999999
78,3,-0.29800000000000004,-0.504
79,3,-0.322,-0.44599999999999995
80,3,-0.346,-0.3879999999999999
81,3,-0.37,-0.33
82,3,-0.39,-0.273
83,3,-0.41,-0.216
84,3,-0.43,-0.15899999999999997
85,3,-0.44999999999999996,-0.10199999999999998
86,3,-0.47,-0.044999999999999984
87,3,-0.49,0.012000000000000066
88,3,-0.51,0.06900000000000006
89,3,-0.53,0.12600000000000006
90,3,-0.5499999999999999,0.1830000000000001
91,3,-0.57,0.24
92,3,-0.592,0.295
93,3,-0.614,0.35
94,3,-0.636,0.405
95,3,-0.658,0.46
96,3,-0.6799999999999999,0.515
97,3,-0.702,0.5700000000000001
98,3,-0.724,0.625
99,3,-0.746,0.68
100,3,-0.768,0.7350000000000001
101,3,-0.79,0.79
102,3,-0.806,0.8370000000000001
103,3,-0.8220000000000001,0.884
104,3,-0.838,0.931
105,3,-0.854,0.978
106,3,-0.87,1.025
107,3,-0.886,1.072
108,3,-0.902,1.119
109,3,-0.9179999999999999,1.166
110,3,-0.9339999999999999,1.213
111,3,-0.95,1.26
112,3,-0.976,1.319
113,3,-1.002,1.3780000000000001
114,3,-1.028,1.437
115,3,-1.054,1.496
116,3,-1.08,1.5550000000000002
117,3,-1.1059999999999999,1.614
118,3,-1.132,1.673
119,3,-1.158,1.7320000000000002
120,3,-1.184,1.7910000000000001
121,3,-1.21,1.85
122,3,-1.238,1.885
123,3,-1.266,1.9200000000000002
124,3,-1.294,1.955
125,3,-1.322,1.9900000000000002
126,3,-1.35,2.0250000000000004
127,3,-1.3780000000000001,2.06
128,3,-1.406,2.095
129,3,-1.434,2.1300000000000003
130,3,-1.462,2.165
131,3,-1.49,2.2
1,4,2.74,-2.42
2,4,2.742,-2.348
3,4,2.744,-2.276
4,4,2.746,-2.2039999999999997
5,4,2.748,-2.132
6,4,2.75,-2.06
7,4,2.752,-1.988
8,4,2.754,-1.916
9,4,2.756,-1.8439999999999999
10,4,2.758,-1.772
11,4,2.76,-1.7
12,4,2.7569999999999997,-1.63
13,4,2.754,-1.56
14,4,2.751,-1.49
15,4,2.7479999999999998,-1.42
16,4,2.745,-1.35
17,4,2.742,-1.28
18,4,2.739,-1.21
19,4,2.7359999999999998,-1.1400000000000001
20,4,2.733,-1.07
21,4,2.73,-1.0
22,4,2.73,-0.935
23,4,2.73,-0.87
24,4,2.73,-0.8049999999999999
25,4,2.73,-0.74
26,4,2.73,-0.675
27,4,2.73,-0.61
28,4,2.73,-0.5449999999999999
29,4,2.73,-0.48
30,4,2.73,-0.41500000000000004
31,4,2.73,-0.35
32,4,2.7279999999999998,-0.27399999999999997
33,4,2.726,-0.19799999999999998
34,4,2.724,-0.122
35,4,2.722,-0.045999999999999985
36,4,2.7199999999999998,0.030000000000000027
37,4,2.718,0.10599999999999998
38,4,2.716,0.18200000000000005
39,4,2.714,0.258
40,4,2.7119999999999997,0.33399999999999996
41,4,2.71,0.41
42,4,2.701,0.469
43,4,2.692,0.528
44,4,2.683,0.587
45,4,2.674,0.646
46,4,2.665,0.7050000000000001
47,4,2.656,0.764
48,4,2.6470000000000002,0.8230000000000001
49,4,2.638,0.8820000000000001
50,4,2.629,0.9410000000000001
51,4,2.62,1.0
52,4,2.617,1.075
53,4,2.614,1.15
54,4,2.611,1.225
55,4,2.608,1.3
56,4,2.605,1.375
57,4,2.602,1.45
58,4,2.5989999999999998,1.525
59,4,2.596,1.6
60,4,2.593,1.6749999999999998
61,4,2.59,1.75
62,4,2.5829999999999997,1.804
63,4,2.576,1.858
64,4,2.569,1.912
65,4,2.562,1.966
66,4,2.5549999999999997,2.02
67,4,2.548,2.074
68,4,2.541,2.128
69,4,2.534,2.182
70,4,2.527,2.236
71,4,2.52,2.29
1,5,-1.59,0.93
2,5,-1.59,0.93
3,5,-1.59,0.93
4,5,-1.59,0.93
5,5,-1.59,0.93
6,5,-1.59,0.93
7,5,-1.59,0.93
8,5,-1.59,0.93
9,5,-1.59,0.93
10,5,-1.59,0.93
11,5,-1.59,0.93
